fighter_f_name,fighter_l_name,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_SLpM,fighter_Str. Acc.,fighter_SApM,fighter_Str. Def,fighter_TD Avg.,fighter_TD Acc.,fighter_TD Def.,fighter_Sub. Avg.,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url
Taila,Santos,NULL,167.64000000000001,125,172.72,Orthodox,1993-06-22,3.39,48%,2.64,58%,2.00,76%,86%,1.1,19,3,0,NULL,http://ufcstats.com/fighter-details/f7467152fd9f18a2
Marilia,Santos,Chocolate,162.56,125,NULL,Orthodox,1992-12-12,4.40,54%,4.07,53%,1.00,100%,66%,1.0,10,3,0,NULL,http://ufcstats.com/fighter-details/4cb79988b2a9bd07
Edivan,Santos,Pe De Sapo,193.04,248,198.12,Orthodox,1992-05-03,1.55,48%,7.09,26%,0.00,0%,25%,0.0,12,3,1,1,http://ufcstats.com/fighter-details/78719f6663ad9160
Daniel,Santos,Willycat,170.18,135,170.18,Orthodox,1995-03-12,4.26,37%,5.12,50%,1.90,50%,73%,0.0,12,2,0,NULL,http://ufcstats.com/fighter-details/b67d6bacc68d4c92
Gabriel,Santos,Mosquitinho,175.26,145,177.8,Orthodox,1996-11-28,4.69,59%,4.77,47%,3.44,52%,85%,0.8,11,2,0,NULL,http://ufcstats.com/fighter-details/f2f140ce7532e327
Luana,Santos,NULL,167.64000000000001,125,170.18,Orthodox,2000-04-16,4.28,51%,4.15,61%,1.62,40%,80%,1.2,8,2,0,NULL,http://ufcstats.com/fighter-details/5078e1dacf9d25f4
Djorden,Santos,Shakur,182.88,185,190.5,Orthodox,1997-08-01,5.67,55%,2.73,52%,1.00,50%,86%,0.0,10,1,0,NULL,http://ufcstats.com/fighter-details/312f7d7b2b2f7de4
Mairon,Santos,The Legend,170.18,145,182.88,Orthodox,2000-06-10,4.77,46%,1.85,57%,0.00,0%,0%,0.0,15,1,0,NULL,http://ufcstats.com/fighter-details/480779d7f9a424d3
Nick,Sanzo,NULL,175.26,190,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,1,0,NULL,http://ufcstats.com/fighter-details/1d147d4163a6989b
Bob,Sapp,The Beast,195.57999999999998,350,NULL,Orthodox,1974-09-22,3.19,55%,1.88,49%,0.58,100%,72%,0.0,11,20,0,NULL,http://ufcstats.com/fighter-details/9f3d6ddef3d3cccc
Daniel,Sarafian,NULL,175.26,185,185.42,Orthodox,1982-08-21,2.23,46%,3.10,58%,0.36,7%,53%,0.7,10,6,0,NULL,http://ufcstats.com/fighter-details/7e47047d0971d566
Jeka,Saragih,NULL,172.72,145,175.26,Orthodox,1995-01-01,2.73,50%,2.65,41%,2.21,80%,66%,0.6,14,4,0,NULL,http://ufcstats.com/fighter-details/57186c150c645200
Diego,Saraiva,The Octopus,167.64000000000001,155,NULL,Orthodox,1982-04-23,1.64,32%,3.58,62%,1.33,40%,0%,0.7,22,20,1,NULL,http://ufcstats.com/fighter-details/4f4dac51adc1af4f
Harris,Sarmiento,The Hitman,175.26,155,NULL,Orthodox,1983-09-09,0.84,25%,3.46,36%,2.36,60%,57%,0.0,36,26,0,NULL,http://ufcstats.com/fighter-details/026b4f7049085842
Alexander,Sarnavskiy,Tiger,180.34,155,NULL,,1989-01-17,1.43,66%,2.06,42%,0.00,0%,75%,0.0,35,6,0,NULL,http://ufcstats.com/fighter-details/2097b1a5ff47dfb0
Yuki,Sasaki,NULL,187.96,185,NULL,Orthodox,1976-09-12,1.09,43%,1.20,57%,0.43,100%,66%,0.0,25,22,2,NULL,http://ufcstats.com/fighter-details/e5c38954c006f15c
Kyosuke,Sasaki,NULL,170.18,183,NULL,Southpaw,NULL,0.33,45%,0.93,46%,0.00,0%,0%,0.0,3,7,4,NULL,http://ufcstats.com/fighter-details/23bd78c3f89bdb54
Yuta,Sasaki,Ulka,177.8,125,180.34,Southpaw,1989-10-07,2.16,41%,2.50,50%,3.03,43%,41%,1.2,21,6,2,NULL,http://ufcstats.com/fighter-details/7c3c48cf54a2848e
Paul,Sass,NULL,182.88,155,185.42,Orthodox,1988-08-04,0.53,26%,1.90,51%,0.53,16%,33%,7.4,14,2,0,NULL,http://ufcstats.com/fighter-details/7b143a54451263d9
Keisuke,Sasu,Sasuke,165.1,145,175.26,Switch,1994-09-30,2.76,49%,2.42,48%,3.76,40%,61%,1.9,11,3,1,NULL,http://ufcstats.com/fighter-details/b7bcf6dfbbb7c16c
Masaaki,Satake,NULL,185.42,220,NULL,Orthodox,1965-08-17,1.40,35%,3.76,41%,0.00,0%,58%,0.0,1,8,1,NULL,http://ufcstats.com/fighter-details/f4a031ac205ac580
Takenori,Sato,NULL,177.8,170,NULL,Southpaw,1985-06-08,0.46,33%,12.92,9%,0.00,0%,0%,0.0,19,11,7,1,http://ufcstats.com/fighter-details/276c60b14b571dd4
Takashi,Sato,Ten,177.8,170,185.42,Southpaw,1990-06-09,2.21,41%,3.73,44%,0.76,37%,60%,0.0,16,7,0,NULL,http://ufcstats.com/fighter-details/8abac218746e04ca
Uran,Satybaldiev,Gorilla,NULL,205,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,1,0,NULL,http://ufcstats.com/fighter-details/02f484417a6fa69d
Jeimeson,Saudino,The Minion,167.64000000000001,135,NULL,,1991-03-05,0.66,30%,0.82,84%,2.47,50%,0%,2.5,8,5,0,NULL,http://ufcstats.com/fighter-details/f6f9d41669dd3eaa
Tom,Sauer,NULL,185.42,263,NULL,,1970-11-11,0.00,0%,0.00,0%,0.00,0%,0%,0.0,25,12,0,NULL,http://ufcstats.com/fighter-details/36ab6af06e312b41
Townsend,Saunders,NULL,165.1,170,NULL,Orthodox,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,0,2,0,NULL,http://ufcstats.com/fighter-details/20bd6c3e03c46ee6
Ben,Saunders,Killa B,187.96,170,195.58,Orthodox,1983-04-13,3.23,50%,3.58,51%,0.20,40%,66%,1.3,22,13,2,NULL,http://ufcstats.com/fighter-details/484acc7b0f856ce9
Chad,W. Saunders,NULL,177.8,170,NULL,Orthodox,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,2,0,NULL,http://ufcstats.com/fighter-details/4fe9492959834bf7
Chris,Saunders,The So Cal Kid,172.72,155,NULL,,1986-03-11,1.48,22%,2.96,75%,3.70,100%,0%,0.0,16,8,0,NULL,http://ufcstats.com/fighter-details/b35a159f525764eb
Christien,Savoie,The Tiger,180.34,170,182.88,Orthodox,1992-08-29,1.39,45%,6.95,23%,0.00,0%,12%,0.0,10,2,1,NULL,http://ufcstats.com/fighter-details/67f0d1b1b0b39bec
Lumumba,Sayers,NULL,182.88,185,NULL,,1978-06-30,2.54,41%,2.37,48%,7.63,75%,0%,2.5,6,5,0,NULL,http://ufcstats.com/fighter-details/402ea3b5ee233852
Matt,Sayles,NULL,170.18,155,172.72,Orthodox,1994-02-21,4.83,41%,2.81,61%,0.36,16%,81%,0.7,8,4,0,NULL,http://ufcstats.com/fighter-details/5b8ba8f5512893b1
Brandon,Sayles,Man of War,195.57999999999998,265,NULL,,1981-04-23,0.00,0%,0.00,0%,0.00,0%,0%,0.0,5,1,0,NULL,http://ufcstats.com/fighter-details/72b7c071910990b1
Mikheil,Sazhiniani,Spartan,182.88,205,180.34,Orthodox,1996-10-05,2.27,28%,3.03,52%,0.00,0%,100%,0.0,13,3,0,NULL,http://ufcstats.com/fighter-details/22a1f83edb865aee
Mark,Scanlon,NULL,175.26,170,NULL,Orthodox,NULL,2.20,35%,3.33,48%,3.00,75%,25%,2.0,9,2,0,NULL,http://ufcstats.com/fighter-details/771b60ff889661c8
Eric,Schafer,Red,190.5,185,193.04,Orthodox,1977-09-20,1.89,34%,3.38,56%,1.81,36%,50%,1.8,14,8,2,NULL,http://ufcstats.com/fighter-details/f59f1d3a2ff13edd
Kerry,Schall,Meat Truck,187.96,265,NULL,Orthodox,1971-08-09,0.94,11%,4.84,63%,0.00,0%,0%,0.0,24,13,0,1,http://ufcstats.com/fighter-details/030f08370fd1c2bb
Eric,Schambari,NULL,180.34,185,NULL,Orthodox,1978-04-22,1.43,42%,1.07,54%,3.00,42%,0%,1.0,15,6,0,NULL,http://ufcstats.com/fighter-details/66e981516e2476d1
Brendan,Schaub,Big Brown,193.04,245,198.12,Orthodox,1983-03-18,2.92,37%,2.22,57%,2.32,46%,72%,0.4,10,5,0,NULL,http://ufcstats.com/fighter-details/89a407032911e27e
Matheus,Scheffel,Buffa,187.96,205,190.5,Orthodox,1992-11-04,1.33,36%,3.00,47%,0.00,0%,100%,0.0,14,7,0,NULL,http://ufcstats.com/fighter-details/a296ad1d238d97df
Antonio,Schembri,Nino,175.26,205,NULL,Orthodox,1974-06-01,0.72,26%,2.12,55%,1.31,40%,0%,0.4,5,5,0,NULL,http://ufcstats.com/fighter-details/a3244e3238541482
Fabiano,Scherner,Pegaleve,190.5,257,NULL,Orthodox,1972-06-30,1.31,31%,3.20,38%,1.09,33%,40%,0.0,11,10,0,3,http://ufcstats.com/fighter-details/0bc7e61d204f2137
Samy,Schiavo,NULL,172.72,155,NULL,Orthodox,1975-12-24,1.68,34%,2.62,38%,0.94,50%,66%,0.9,10,6,0,NULL,http://ufcstats.com/fighter-details/1208ffc5be6e31ad
Pat,Schilling,Thrilling,172.72,145,NULL,Orthodox,1988-08-28,1.87,26%,8.24,52%,0.00,0%,0%,0.0,5,2,0,NULL,http://ufcstats.com/fighter-details/de12bd65e2f46478
Joe,Schilling,NULL,190.5,185,NULL,,NULL,2.84,52%,2.64,48%,0.00,0%,44%,0.0,2,5,0,NULL,http://ufcstats.com/fighter-details/f41fad444939056b
Semmy,Schilt,Hightower,208.28,265,NULL,Orthodox,1973-10-27,1.20,50%,1.31,53%,0.00,0%,47%,1.1,26,14,1,NULL,http://ufcstats.com/fighter-details/d5ed14b2153c6ed2
Adam,Schindler,NULL,172.72,155,NULL,,1983-05-19,0.00,0%,0.00,0%,0.00,0%,0%,0.0,10,6,0,NULL,http://ufcstats.com/fighter-details/89ea01f5a7ada40c
Daniel,Schmitt,NULL,NULL,185,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2,3,0,NULL,http://ufcstats.com/fighter-details/bd02e222a6166d50
Colleen,Schneider,NULL,NULL,135,NULL,,NULL,2.17,48%,2.50,50%,2.50,50%,60%,0.0,11,7,0,NULL,http://ufcstats.com/fighter-details/aa943b9bc00cb0ed
Matt,Schnell,Danger,172.72,125,177.8,Orthodox,1990-01-15,4.39,39%,4.64,55%,0.56,40%,50%,1.0,16,9,0,1,http://ufcstats.com/fighter-details/67c1d46f4ed16f9e
Alex,Schoenauer,NULL,190.5,185,NULL,Orthodox,1976-05-05,1.22,40%,2.27,42%,0.00,0%,22%,4.9,15,10,0,NULL,http://ufcstats.com/fighter-details/fdfef29ba17ee525
Bailey,Schoenfelder,Berserk,190.5,265,193.04,Orthodox,1997-09-22,0.00,0%,9.86,53%,0.00,0%,0%,0.0,5,1,0,NULL,http://ufcstats.com/fighter-details/b0353e7f5038dd09
Darrill,Schoonover,The Boss,187.96,220,NULL,Orthodox,1985-07-18,1.20,33%,4.35,38%,0.00,0%,50%,1.1,14,8,0,NULL,http://ufcstats.com/fighter-details/5a558ba1ff5e9121
Bob,Schrijber,Dirty,182.88,240,NULL,Orthodox,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,20,17,1,NULL,http://ufcstats.com/fighter-details/d86e913c548c07c2
Nate,Schroeder,NULL,185.42,230,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,11,10,0,NULL,http://ufcstats.com/fighter-details/040426baba8a45e8
Lacey,Schuckman,NULL,160.02,125,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,11,10,0,NULL,http://ufcstats.com/fighter-details/e44c679c30403cba
Mark,Schultz,NULL,175.26,200,NULL,Orthodox,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,1,1,0,NULL,http://ufcstats.com/fighter-details/c1684f00c626f4c0
Wes,Schultz,Party Time,187.96,185,195.58,Orthodox,1996-08-09,5.16,45%,5.38,46%,3.36,25%,0%,0.0,6,2,0,NULL,http://ufcstats.com/fighter-details/b4443fae47e7eb9d
Brian,Schwartz,NULL,190.5,170,NULL,Orthodox,NULL,1.27,44%,0.87,45%,0.00,0%,50%,1.0,1,1,0,NULL,http://ufcstats.com/fighter-details/99c80d2bd5dbe5a9
Eric,Schwartz,NULL,NULL,205,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2,0,0,NULL,http://ufcstats.com/fighter-details/79cbdf233e5e0496
Justin,Scoggins,NULL,170.18,125,167.64,Southpaw,1992-05-02,3.56,51%,2.16,55%,3.42,63%,82%,0.5,11,5,0,NULL,http://ufcstats.com/fighter-details/9fa568ad2bf2cb0b
Brad,Scott,Bear,185.42,170,193.04,Orthodox,1989-06-24,3.52,41%,4.31,57%,0.32,15%,63%,0.7,11,6,0,NULL,http://ufcstats.com/fighter-details/34e552520a934063
Greg,Scott,NULL,175.26,145,NULL,,NULL,3.90,55%,7.79,37%,11.69,100%,0%,0.0,3,4,0,NULL,http://ufcstats.com/fighter-details/0b235384fe23fc9c
Louis,Lee Scott,Lightning,NULL,135,NULL,,2000-02-26,0.00,0%,0.00,0%,0.00,0%,0%,0.0,8,0,0,NULL,http://ufcstats.com/fighter-details/4327506eb9ee342f
Zachary,Scroggin,NULL,190.5,170,187.96,Orthodox,1996-03-09,2.40,37%,8.80,68%,0.00,0%,0%,0.0,7,1,0,NULL,http://ufcstats.com/fighter-details/03dee485905dbc9f
Mike,Seal,Crazy Boy,193.04,185,NULL,Orthodox,NULL,5.50,68%,3.33,50%,0.00,0%,33%,0.0,13,15,1,1,http://ufcstats.com/fighter-details/0c01568b1ac77bff
Matt,Secor,NULL,182.88,170,NULL,,1986-09-26,0.51,20%,0.81,50%,3.03,100%,0%,3.0,8,4,0,NULL,http://ufcstats.com/fighter-details/d1ce40aca99a9b70
Kenneth,Seegrist,NULL,182.88,185,NULL,Orthodox,NULL,3.21,66%,1.28,0%,0.00,0%,40%,14.4,4,7,0,NULL,http://ufcstats.com/fighter-details/55e94a9b525dcf45
Neil,Seery,2Tap,162.56,125,162.56,Orthodox,1979-08-30,3.56,41%,3.79,58%,0.78,27%,53%,1.6,16,13,0,NULL,http://ufcstats.com/fighter-details/49a74b9fb2e45fdf
Rony,Sefo,NULL,175.26,225,NULL,Orthodox,NULL,0.00,0%,0.43,0%,0.00,0%,0%,0.0,0,2,0,NULL,http://ufcstats.com/fighter-details/d6b68eaf4b68b160
Ray,Sefo,Sugarfoot,182.88,240,NULL,Orthodox,1971-02-15,0.86,31%,1.71,72%,0.00,0%,66%,0.0,2,2,0,NULL,http://ufcstats.com/fighter-details/646d5dbe509accd4
Brendan,Seguin,NULL,182.88,185,NULL,,1976-07-03,2.60,45%,0.60,84%,5.00,62%,100%,0.0,23,19,1,NULL,http://ufcstats.com/fighter-details/e4bb7e483c4ad318
Tetsuya,Seki,NULL,177.8,155,NULL,,1994-02-08,0.00,0%,0.00,0%,0.00,0%,0%,0.0,14,8,1,NULL,http://ufcstats.com/fighter-details/5e1062e066c601e6
Stefan,Sekulic,NULL,182.88,170,190.5,Southpaw,1992-02-12,1.83,50%,2.83,64%,2.00,33%,25%,0.5,12,4,0,NULL,http://ufcstats.com/fighter-details/348dff4e03bd18c6
Pete,Sell,Drago,180.34,170,190.5,Orthodox,1982-08-05,2.60,42%,3.65,51%,0.91,21%,47%,0.9,10,7,0,NULL,http://ufcstats.com/fighter-details/0359313549d230a1
Matthew,Semelsberger,Semi The Jedi,185.42,170,190.5,Switch,1992-11-23,3.77,42%,4.24,54%,1.01,57%,45%,0.4,11,8,0,NULL,http://ufcstats.com/fighter-details/4aa58269d0664b5b
Andrei,Semenov,NULL,182.88,185,NULL,Orthodox,1977-06-17,0.78,15%,2.44,60%,1.74,80%,55%,0.4,34,9,2,NULL,http://ufcstats.com/fighter-details/5f2f0da6fd6a84fd
Mackens,Semerzier,Da Menace,175.26,145,182.88,Orthodox,1980-11-03,2.91,45%,3.48,46%,2.14,50%,50%,2.1,8,4,0,1,http://ufcstats.com/fighter-details/51b1e2fd9872005b
Brandon,Sene,NULL,180.34,205,NULL,,1981-05-21,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2,2,0,NULL,http://ufcstats.com/fighter-details/3ed134d85dfbd7b4
YeDam,Seo,NULL,160.02,115,160.02,Orthodox,1992-03-20,1.07,27%,2.40,58%,0.50,20%,42%,0.0,7,4,0,NULL,http://ufcstats.com/fighter-details/762572d67204fadb
Kim,In Seok,NULL,167.64000000000001,145,NULL,Orthodox,NULL,0.87,37%,5.19,60%,0.00,0%,0%,0.0,3,6,0,NULL,http://ufcstats.com/fighter-details/88b250ba222c3a98
Ray,Seraille,NULL,190.5,246,NULL,,NULL,5.29,27%,17.65,41%,0.00,0%,0%,0.0,8,9,0,NULL,http://ufcstats.com/fighter-details/2f04c4183523be2e
Ivan,Serati,NULL,182.88,205,NULL,Orthodox,NULL,0.86,26%,5.33,29%,0.00,0%,0%,0.0,12,4,0,NULL,http://ufcstats.com/fighter-details/b23fca14c7b79935
Alex,Serdyukov,The Russian Crusher,187.96,170,187.96,Orthodox,1980-05-24,4.94,48%,3.10,46%,1.84,55%,67%,1.8,8,5,0,NULL,http://ufcstats.com/fighter-details/253d3f9e97ca149a
Nicholas,Sergiacomi,NULL,NULL,170,NULL,,NULL,4.38,55%,3.94,59%,0.00,0%,0%,0.0,1,1,0,NULL,http://ufcstats.com/fighter-details/efab191f204ffa17
Matt,Serra,The Terra,167.64000000000001,170,172.72,Orthodox,1974-06-02,1.98,39%,2.64,46%,2.05,20%,38%,0.9,11,7,0,NULL,http://ufcstats.com/fighter-details/86dfed7cc24a9fa7
Nick,Serra,The Mad Monkey,175.26,170,NULL,Orthodox,1978-03-27,0.00,0%,1.73,43%,1.00,10%,0%,2.0,7,3,0,NULL,http://ufcstats.com/fighter-details/1975c2272ba40e71
Adrian,Serrano,NULL,172.72,170,NULL,,1963-12-23,0.00,0%,0.00,0%,0.00,0%,0%,0.0,56,29,4,NULL,http://ufcstats.com/fighter-details/e7ec11096eac0282
Fredy,Serrano,El Profe,160.02,125,165.1,Orthodox,1979-09-22,1.58,26%,1.89,61%,2.84,25%,84%,0.0,3,2,0,NULL,http://ufcstats.com/fighter-details/0ccab7c889ede9ea
Carl,Seumanutafa,NULL,185.42,255,NULL,Orthodox,NULL,0.00,0%,3.33,75%,0.00,0%,0%,0.0,10,8,0,NULL,http://ufcstats.com/fighter-details/dadaeb402526dca5
Igor,Severino,NULL,170.18,125,175.26,Orthodox,2003-04-21,7.17,52%,4.33,47%,9.69,71%,50%,0.0,8,1,0,NULL,http://ufcstats.com/fighter-details/6ad8e4296f7522d9
Dan,Severn,The Beast,187.96,250,NULL,Southpaw,1958-06-08,0.00,0%,0.00,0%,0.00,0%,0%,0.0,101,19,1,NULL,http://ufcstats.com/fighter-details/c670aa48827d6be6
Rosi,Sexton,The Surgeon,160.02,135,NULL,Orthodox,1977-07-16,3.31,39%,7.42,41%,0.75,10%,80%,0.0,13,5,0,NULL,http://ufcstats.com/fighter-details/5dfe71ade71f3a4b
Scott,Shaffer,NULL,170.18,145,NULL,Orthodox,NULL,2.40,67%,0.53,50%,0.00,0%,72%,3.0,0,1,0,NULL,http://ufcstats.com/fighter-details/5c38639f860a5542
Edmen,Shahbazyan,The Golden Boy,190.5,185,190.5,Orthodox,1997-11-20,3.77,50%,3.90,46%,2.01,38%,65%,0.5,13,5,0,NULL,http://ufcstats.com/fighter-details/4144798612ef96e5
Leon,Shahbazyan,NULL,193.04,170,187.96,Orthodox,1995-11-18,6.33,52%,8.18,32%,1.46,50%,0%,0.0,7,2,0,NULL,http://ufcstats.com/fighter-details/9eed2bcc9e0b92af
Don,Shainis,Shameless,167.64000000000001,145,170.18,Orthodox,1990-09-16,3.42,50%,5.87,31%,0.97,25%,20%,1.9,12,5,0,NULL,http://ufcstats.com/fighter-details/da4628f173337902
Liliya,Shakirova,NULL,162.56,125,165.1,Orthodox,1991-10-24,2.70,30%,2.58,74%,0.00,0%,0%,0.0,8,2,0,NULL,http://ufcstats.com/fighter-details/f300763147320d12
Kamal,Shalorus,Prince of Persia,172.72,155,172.72,Orthodox,1972-08-27,3.06,32%,2.99,70%,2.07,50%,80%,0.0,9,5,2,NULL,http://ufcstats.com/fighter-details/ece280745f8727b8
Ken,Shamrock,The World's Most Dangerous Man,185.42,205,182.88,Orthodox,1964-02-11,1.47,46%,4.30,39%,0.94,60%,44%,2.5,28,17,2,NULL,http://ufcstats.com/fighter-details/63b65af1c5cb02cb
Frank,Shamrock,NULL,177.8,185,NULL,Orthodox,1972-12-08,4.75,53%,4.66,57%,0.35,50%,37%,1.1,23,10,2,NULL,http://ufcstats.com/fighter-details/fcaae0385b514f11
Shang,Zhifa,Northeast Flying Tiger,170.18,125,160.02,Orthodox,1986-03-15,1.27,32%,1.27,60%,2.00,100%,0%,0.0,32,8,0,NULL,http://ufcstats.com/fighter-details/5a7350645bc9bd6e
Sean,Sharaf,The Smoke,190.5,252,195.58,Orthodox,1993-07-11,7.31,44%,9.79,44%,2.07,12%,0%,0.0,4,1,0,NULL,http://ufcstats.com/fighter-details/0f3a990526c5e706
Priya,Sharma,The Catwoman,154.94,115,149.86,Orthodox,1991-08-29,1.33,16%,3.20,40%,0.00,0%,55%,0.0,5,2,0,NULL,http://ufcstats.com/fighter-details/5f23eaf9e9c34667
Jason,Sharp,NULL,NULL,205,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,3,3,0,NULL,http://ufcstats.com/fighter-details/285e32e41f61a5b1
Eric,Shelton,Showtime,167.64000000000001,125,172.72,Orthodox,1991-02-02,2.57,42%,1.88,63%,2.83,51%,46%,0.2,12,6,0,NULL,http://ufcstats.com/fighter-details/a0c64f272b65d441
Sean,Sherk,The Muscle Shark,167.64000000000001,155,170.18,Orthodox,1973-08-05,2.17,35%,2.71,55%,4.09,46%,56%,0.4,36,4,1,NULL,http://ufcstats.com/fighter-details/029880cdbf5ca089
Chase,Sherman,The Vanilla Gorilla,193.04,250,198.12,Orthodox,1989-11-16,6.04,45%,6.65,52%,0.09,50%,74%,0.0,16,12,0,NULL,http://ufcstats.com/fighter-details/01b352b6a9074d5c
Valentina,Shevchenko,Bullet,165.1,125,167.64,Southpaw,1988-03-07,3.16,52%,2.00,64%,2.74,64%,71%,0.3,24,4,1,NULL,http://ufcstats.com/fighter-details/132deb59abae64b1
Antonina,Shevchenko,La Pantera,172.72,125,170.18,Southpaw,1984-11-20,3.86,55%,2.93,52%,0.43,42%,53%,0.4,10,4,0,NULL,http://ufcstats.com/fighter-details/d7338bcb141abd2c
Shi,Ming,NULL,157.48000000000002,115,152.4,Orthodox,1994-11-14,3.73,44%,2.80,53%,0.00,0%,58%,0.0,16,5,0,NULL,http://ufcstats.com/fighter-details/d683f4870742b273
Katsuyori,Shibata,NULL,182.88,168,NULL,Orthodox,1979-11-17,2.06,35%,2.40,53%,0.49,50%,53%,0.7,4,11,1,NULL,http://ufcstats.com/fighter-details/d4da8995fc91e7ef
Jake,Shields,NULL,182.88,170,182.88,Orthodox,1979-01-09,2.45,36%,1.80,56%,2.83,29%,35%,1.2,31,9,1,1,http://ufcstats.com/fighter-details/fe435e440b5de0ff
Henrique,Shiguemoto,NULL,180.34,185,182.88,Orthodox,1989-06-22,3.60,33%,6.00,16%,0.00,0%,50%,0.0,13,4,1,NULL,http://ufcstats.com/fighter-details/5d1700cfbaafbe06
Shunichi,Shimizu,NULL,165.1,135,NULL,Orthodox,1985-01-31,0.14,33%,4.68,30%,0.00,0%,0%,0.0,30,18,1,1,http://ufcstats.com/fighter-details/10657c60ce349e0f
Wade,Shipp,The Nightmare,190.5,245,NULL,Orthodox,1975-02-09,4.29,86%,2.14,0%,0.00,0%,75%,0.0,11,5,0,NULL,http://ufcstats.com/fighter-details/a9a314cc77d90b6e
Raja,Shippen,NULL,167.64000000000001,145,NULL,,1986-10-07,0.00,0%,0.00,0%,0.00,0%,0%,0.0,18,11,1,NULL,http://ufcstats.com/fighter-details/d9e1942637bd57a4
Yuya,Shirai,NULL,172.72,168,NULL,Orthodox,1980-04-02,1.02,100%,4.07,55%,0.00,0%,0%,0.0,26,14,2,NULL,http://ufcstats.com/fighter-details/a79bfbc01b2264d6
Wes,Shivers,NULL,203.2,NULL,NULL,,NULL,0.00,0%,0.00,0%,0.00,0%,0%,0.0,7,1,0,NULL,http://ufcstats.com/fighter-details/ad863b0d57952c57
Alexander,Shlemenko,Storm,180.34,185,NULL,,1984-05-20,4.36,60%,1.71,63%,0.00,0%,0%,0.0,56,9,0,1,http://ufcstats.com/fighter-details/ed3ea649b34ddb6c
Josh,Shockley,NULL,185.42,155,NULL,Orthodox,1989-11-15,1.40,33%,1.75,60%,0.00,0%,61%,0.8,11,4,0,NULL,http://ufcstats.com/fighter-details/1d36f1ac66cf689d
Josh,Shockman,The War Hammer,193.04,235,NULL,Southpaw,1980-12-29,0.87,32%,0.87,58%,0.00,0%,23%,0.0,6,3,0,NULL,http://ufcstats.com/fighter-details/821cd80aab70d5f9
Akira,Shoji,NULL,172.72,195,NULL,Orthodox,1974-01-31,1.03,34%,2.63,53%,1.79,73%,82%,0.4,14,17,5,NULL,http://ufcstats.com/fighter-details/b0c95dc8e858452c
Liudvik,Sholinian,Palmeyros,177.8,135,180.34,Orthodox,1990-01-20,2.50,30%,5.67,55%,0.00,0%,66%,0.0,9,4,1,NULL,http://ufcstats.com/fighter-details/1a54231796e24a3f
Jack,Shore,Tank,172.72,145,180.34,Orthodox,1995-02-06,3.60,58%,2.31,56%,3.22,39%,74%,0.6,17,3,0,NULL,http://ufcstats.com/fighter-details/b8a85389d115e35a
Landon,Showalter,The Show,182.88,185,NULL,,1976-06-14,0.00,0%,0.00,0%,0.00,0%,0%,0.0,11,19,1,NULL,http://ufcstats.com/fighter-details/35cc17760b06f36d
Ivan,Shtyrkov,Ural Hulk,182.88,205,187.96,Orthodox,1988-06-09,0.00,0%,0.00,0%,0.00,0%,0%,0.0,15,0,1,NULL,http://ufcstats.com/fighter-details/1f4b1d7d12601c5f
Brandon,Shuey,Big Dawg,170.18,155,NULL,Orthodox,1976-02-01,0.68,33%,1.36,0%,0.00,0%,0%,10.2,7,6,0,NULL,http://ufcstats.com/fighter-details/585f9ffdb0cd0466
Ronal,Siahaan,Naga Sakti,170.18,125,180.34,Southpaw,1996-05-05,0.63,66%,6.17,25%,0.00,0%,25%,0.0,7,1,0,NULL,http://ufcstats.com/fighter-details/762226efa2b01654
Sam,Sicilia,NULL,172.72,145,170.18,Orthodox,1986-02-01,2.46,33%,3.55,59%,1.45,43%,70%,0.9,15,8,0,NULL,http://ufcstats.com/fighter-details/b8aef0faf4ce9b31
Kiril,Sidelnikov,NULL,180.34,230,NULL,,1988-08-17,2.87,28%,4.48,61%,0.00,0%,0%,0.0,11,4,0,NULL,http://ufcstats.com/fighter-details/cf772fb504842dc3
Serhiy,Sidey,NULL,180.34,135,182.88,Switch,1996-07-04,4.87,39%,4.44,53%,0.00,0%,20%,1.4,11,2,0,NULL,http://ufcstats.com/fighter-details/1a2bf44edb8055b6
Steven,Siler,Super,180.34,145,177.8,Orthodox,1987-02-15,3.21,41%,2.96,54%,0.47,21%,55%,1.6,29,16,0,NULL,http://ufcstats.com/fighter-details/d188a3b817860ec6
