fighter_id,fighter_detail_url,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att,sig_strikes_succ,takedown_att,takedown_succ,submission_att,reversals,ctrl_time,head_strikes_att,head_strikes_succ,body_strikes_att,body_strikes_succ,leg_strikes_att,leg_strikes_succ,distance_strikes_att,distance_strikes_succ,clinch_strikes_att,clinch_strikes_succ,ground_strikes_att,ground_strikes_succ,fight_url,eventurl
Rob Font,http://ufcstats.com/fighter-details/05339613bf8e9808,0,144,65,137,61,1,0,0,0,1:19,122,50,15,11,0,0,131,56,6,5,0,0,http://ufcstats.com/fight-details/f01b97e864cb4b8b,http://ufcstats.com/event-details/6a0047ac8c99fece
Kyler Phillips,http://ufcstats.com/fighter-details/60425d07ef4b91a7,0,143,50,125,38,5,4,0,0,4:42,98,19,14,9,13,10,112,32,6,1,7,5,http://ufcstats.com/fight-details/f01b97e864cb4b8b,http://ufcstats.com/event-details/6a0047ac8c99fece
Charles Johnson,http://ufcstats.com/fighter-details/814e5233e2acf2ee,1,177,84,150,65,6,2,0,0,2:58,113,42,22,15,15,8,123,49,10,5,17,11,http://ufcstats.com/fight-details/503d7342cc08109f,http://ufcstats.com/event-details/6a0047ac8c99fece
Sumudaerji,http://ufcstats.com/fighter-details/3cf18e01cb6cbde3,0,149,78,144,75,3,0,2,1,0:50,96,41,15,7,33,27,135,68,9,7,0,0,http://ufcstats.com/fight-details/503d7342cc08109f,http://ufcstats.com/event-details/6a0047ac8c99fece
Jake Hadley,http://ufcstats.com/fighter-details/60a42bf82447c919,0,176,70,165,60,2,1,0,0,1:53,124,28,24,17,17,15,163,59,2,1,0,0,http://ufcstats.com/fight-details/a2f46e94aa6b0c64,http://ufcstats.com/event-details/6a0047ac8c99fece
Cameron Smotherman,http://ufcstats.com/fighter-details/5c84f673b7bb7c15,0,260,97,259,96,0,0,0,0,0:00,181,43,72,48,6,5,259,96,0,0,0,0,http://ufcstats.com/fight-details/a2f46e94aa6b0c64,http://ufcstats.com/event-details/6a0047ac8c99fece
Darren Elkins,http://ufcstats.com/fighter-details/92a9aa9c93192871,0,170,102,88,39,12,3,0,1,6:33,78,30,10,9,0,0,70,28,7,3,11,8,http://ufcstats.com/fight-details/0599f35e6679de02,http://ufcstats.com/event-details/6a0047ac8c99fece
Daniel Pineda,http://ufcstats.com/fighter-details/361d49960a196976,0,85,61,53,31,0,0,2,1,3:02,38,21,10,7,5,3,37,17,1,1,15,13,http://ufcstats.com/fight-details/0599f35e6679de02,http://ufcstats.com/event-details/6a0047ac8c99fece
Matheus Nicolau,http://ufcstats.com/fighter-details/1a31ef98efce7a79,0,68,38,42,16,1,0,1,0,0:00,26,8,9,5,7,3,37,12,0,0,5,4,http://ufcstats.com/fight-details/c61923255389e67c,http://ufcstats.com/event-details/6a0047ac8c99fece
Asu Almabayev,http://ufcstats.com/fighter-details/8d3273573b85be09,1,112,55,54,22,6,1,0,0,5:17,36,7,9,8,9,7,46,17,3,1,5,4,http://ufcstats.com/fight-details/c61923255389e67c,http://ufcstats.com/event-details/6a0047ac8c99fece
Brad Katona,http://ufcstats.com/fighter-details/7b433309b0fd12aa,0,171,117,141,89,8,3,0,0,3:35,118,68,13,12,10,9,124,73,15,15,2,1,http://ufcstats.com/fight-details/308f6cb830019ea9,http://ufcstats.com/event-details/6a0047ac8c99fece
Jean Matsumoto,http://ufcstats.com/fighter-details/ffd3224638c01b57,0,223,109,201,89,7,1,0,0,2:04,164,62,10,6,27,21,196,85,5,4,0,0,http://ufcstats.com/fight-details/308f6cb830019ea9,http://ufcstats.com/event-details/6a0047ac8c99fece
Joselyne Edwards,http://ufcstats.com/fighter-details/f9ab66e67240db7b,0,212,151,134,81,7,4,2,0,4:30,94,48,26,20,14,13,108,61,11,9,15,11,http://ufcstats.com/fight-details/fc73ecbd83b7f159,http://ufcstats.com/event-details/6a0047ac8c99fece
Tamires Vidal,http://ufcstats.com/fighter-details/4f3064faf17aa711,0,91,53,69,34,1,0,0,0,2:35,44,15,14,9,11,10,57,25,12,9,0,0,http://ufcstats.com/fight-details/fc73ecbd83b7f159,http://ufcstats.com/event-details/6a0047ac8c99fece
Jessica Penne,http://ufcstats.com/fighter-details/c742287ed86a09bc,0,174,98,125,54,13,1,0,0,3:16,89,26,25,18,11,10,112,44,13,10,0,0,http://ufcstats.com/fight-details/53f7f1b4834387a8,http://ufcstats.com/event-details/6a0047ac8c99fece
Elise Reed,http://ufcstats.com/fighter-details/ac7c765882f2c68c,0,306,229,188,117,0,0,0,0,0:30,145,84,19,18,24,15,181,110,7,7,0,0,http://ufcstats.com/fight-details/53f7f1b4834387a8,http://ufcstats.com/event-details/6a0047ac8c99fece
Melissa Martinez,http://ufcstats.com/fighter-details/3f4c3bc822bea45d,0,151,78,145,72,0,0,0,0,0:00,90,33,29,18,26,21,145,72,0,0,0,0,http://ufcstats.com/fight-details/4277b02a4dadac40,http://ufcstats.com/event-details/6a0047ac8c99fece
Alice Ardelean,http://ufcstats.com/fighter-details/87f8699fdcc2c404,0,240,103,224,92,1,0,0,0,0:41,179,59,21,15,24,18,222,91,2,1,0,0,http://ufcstats.com/fight-details/4277b02a4dadac40,http://ufcstats.com/event-details/6a0047ac8c99fece
Austen Lane,http://ufcstats.com/fighter-details/be9bdec19b7e9ffe,0,110,78,38,23,8,3,0,0,8:58,20,7,7,6,11,10,28,17,0,0,10,6,http://ufcstats.com/fight-details/32b8c6c4b735d712,http://ufcstats.com/event-details/6a0047ac8c99fece
Robelis Despaigne,http://ufcstats.com/fighter-details/140567899d98978a,0,68,48,46,31,0,0,0,0,0:00,38,23,2,2,6,6,36,21,10,10,0,0,http://ufcstats.com/fight-details/32b8c6c4b735d712,http://ufcstats.com/event-details/6a0047ac8c99fece
Brandon Royval,http://ufcstats.com/fighter-details/6e15f63b6c2e2c15,0,287,172,232,124,3,3,3,2,2:23,216,114,16,10,0,0,203,97,12,11,17,16,http://ufcstats.com/fight-details/998bde5639c61adb,http://ufcstats.com/event-details/5bdcbd8dd681a257
Tatsuro Taira,http://ufcstats.com/fighter-details/4461d7e47375a895,0,143,80,99,42,15,6,1,0,12:13,91,34,5,5,3,3,93,38,1,0,5,4,http://ufcstats.com/fight-details/998bde5639c61adb,http://ufcstats.com/event-details/5bdcbd8dd681a257
Brad Tavares,http://ufcstats.com/fighter-details/0c6d9ea8306c029e,0,159,73,149,65,0,0,0,0,0:42,136,55,3,2,10,8,143,62,1,0,5,3,http://ufcstats.com/fight-details/6fa2dae90bda4742,http://ufcstats.com/event-details/5bdcbd8dd681a257
JunYong Park,http://ufcstats.com/fighter-details/285ae0b4a68221f4,0,210,124,177,99,6,2,0,0,6:32,151,76,6,4,20,19,167,91,5,3,5,5,http://ufcstats.com/fight-details/6fa2dae90bda4742,http://ufcstats.com/event-details/5bdcbd8dd681a257
Chidi Njokuani,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef,0,207,162,148,105,0,0,0,0,9:16,81,49,57,47,10,9,48,28,65,56,35,21,http://ufcstats.com/fight-details/ee5c0b8a757992af,http://ufcstats.com/event-details/5bdcbd8dd681a257
Jared Gooden,http://ufcstats.com/fighter-details/c730a0be691dc081,0,121,81,50,20,8,2,1,0,2:29,37,13,10,5,3,2,42,14,6,5,2,1,http://ufcstats.com/fight-details/ee5c0b8a757992af,http://ufcstats.com/event-details/5bdcbd8dd681a257
Grant Dawson,http://ufcstats.com/fighter-details/99bd51917728c25d,0,144,80,90,44,4,2,0,0,5:09,76,38,12,4,2,2,24,5,0,0,66,39,http://ufcstats.com/fight-details/98c29ba02cee5ba3,http://ufcstats.com/event-details/5bdcbd8dd681a257
Rafa Garcia,http://ufcstats.com/fighter-details/e132d47bd9efbbe0,0,38,29,12,5,0,0,0,0,0:00,8,4,4,1,0,0,11,4,1,1,0,0,http://ufcstats.com/fight-details/98c29ba02cee5ba3,http://ufcstats.com/event-details/5bdcbd8dd681a257
Daniel Rodriguez,http://ufcstats.com/fighter-details/8a1f3b5c526cd6e6,0,260,126,257,123,1,1,0,0,0:56,153,44,80,56,24,23,251,117,6,6,0,0,http://ufcstats.com/fight-details/f690949d90ff1dee,http://ufcstats.com/event-details/5bdcbd8dd681a257
Alex Morono,http://ufcstats.com/fighter-details/cdb96af67d096b1e,0,276,91,257,74,1,0,0,0,0:00,228,58,21,9,8,7,256,74,1,0,0,0,http://ufcstats.com/fight-details/f690949d90ff1dee,http://ufcstats.com/event-details/5bdcbd8dd681a257
CJ Vergara,http://ufcstats.com/fighter-details/077e3ace32b72be9,0,16,4,16,4,0,0,0,0,0:00,12,1,1,1,3,2,16,4,0,0,0,0,http://ufcstats.com/fight-details/f1cc9169813c4a3e,http://ufcstats.com/event-details/5bdcbd8dd681a257
Ramazan Temirov,http://ufcstats.com/fighter-details/7d0a1968b38ca439,3,55,23,55,23,0,0,0,0,0:05,46,18,8,4,1,1,50,20,0,0,5,3,http://ufcstats.com/fight-details/f1cc9169813c4a3e,http://ufcstats.com/event-details/5bdcbd8dd681a257
Jonathan Pearce,http://ufcstats.com/fighter-details/87c0b1c696ddfb43,0,32,32,2,2,0,0,0,0,0:00,0,0,1,1,1,1,2,2,0,0,0,0,http://ufcstats.com/fight-details/69a5895fde58432c,http://ufcstats.com/event-details/5bdcbd8dd681a257
Pat Sabatini,http://ufcstats.com/fighter-details/b8bbdeff718dbb7d,0,25,19,5,3,3,2,1,0,3:56,4,2,1,1,0,0,2,1,1,1,2,1,http://ufcstats.com/fight-details/69a5895fde58432c,http://ufcstats.com/event-details/5bdcbd8dd681a257
Themba Gorimbo,http://ufcstats.com/fighter-details/40f3cb27fc7305a1,0,223,141,127,68,9,7,2,0,9:14,97,44,15,9,15,15,85,43,13,6,29,19,http://ufcstats.com/fight-details/57415110bd494c79,http://ufcstats.com/event-details/5bdcbd8dd681a257
Niko Price,http://ufcstats.com/fighter-details/d8da10db80131bec,0,100,58,53,16,3,0,1,0,1:00,43,13,5,2,5,1,48,11,5,5,0,0,http://ufcstats.com/fight-details/57415110bd494c79,http://ufcstats.com/event-details/5bdcbd8dd681a257
Junior Tafa,http://ufcstats.com/fighter-details/c15fa95b9a12fde4,0,128,71,128,71,0,0,0,0,0:02,117,61,11,10,0,0,128,71,0,0,0,0,http://ufcstats.com/fight-details/85854504ce1aa97a,http://ufcstats.com/event-details/5bdcbd8dd681a257
Sean Sharaf,http://ufcstats.com/fighter-details/0f3a990526c5e706,0,122,54,118,53,8,1,0,0,0:46,101,39,10,7,7,7,93,44,3,1,22,8,http://ufcstats.com/fight-details/85854504ce1aa97a,http://ufcstats.com/event-details/5bdcbd8dd681a257
Julia Polastri,http://ufcstats.com/fighter-details/abb68e3c7ca128f2,0,203,142,145,88,1,0,0,0,3:13,92,40,39,35,14,13,102,54,39,32,4,2,http://ufcstats.com/fight-details/48dd2c9cb39bd2d4,http://ufcstats.com/event-details/5bdcbd8dd681a257
Cory McKenna,http://ufcstats.com/fighter-details/3351aa64aa83c4d9,0,198,98,124,40,6,1,0,0,5:20,112,30,8,6,4,4,114,35,8,5,2,0,http://ufcstats.com/fight-details/48dd2c9cb39bd2d4,http://ufcstats.com/event-details/5bdcbd8dd681a257
Dan Argueta,http://ufcstats.com/fighter-details/e4ba58725825412d,0,151,65,140,54,24,4,1,0,4:23,114,34,19,13,7,7,114,42,18,9,8,3,http://ufcstats.com/fight-details/b23554da35a84fbc,http://ufcstats.com/event-details/5bdcbd8dd681a257
Cody Haddon,http://ufcstats.com/fighter-details/8e6654e9f0461b8f,0,288,148,280,140,4,2,0,0,1:31,232,100,46,38,2,2,268,130,11,10,1,0,http://ufcstats.com/fight-details/b23554da35a84fbc,http://ufcstats.com/event-details/5bdcbd8dd681a257
Clayton Carpenter,http://ufcstats.com/fighter-details/b62d5280966b2460,0,62,36,60,34,3,2,1,0,4:38,45,22,8,7,7,5,43,20,1,1,16,13,http://ufcstats.com/fight-details/de484433eef22e1d,http://ufcstats.com/event-details/5bdcbd8dd681a257
Lucas Rocha,http://ufcstats.com/fighter-details/e0d3d9b564f95635,0,45,21,41,17,0,0,0,0,0:00,32,10,8,6,1,1,39,16,2,1,0,0,http://ufcstats.com/fight-details/de484433eef22e1d,http://ufcstats.com/event-details/5bdcbd8dd681a257
Alex Pereira,http://ufcstats.com/fighter-details/e5549c82bfb5582d,1,211,129,209,127,0,0,0,0,0:00,167,92,20,17,22,18,205,123,4,4,0,0,http://ufcstats.com/fight-details/8c5e06c71f392f33,http://ufcstats.com/event-details/eee8efec7b951d84
Khalil Rountree Jr.,http://ufcstats.com/fighter-details/749f572d1d3161fb,0,193,62,191,61,0,0,0,0,0:00,155,34,23,16,13,11,189,60,2,1,0,0,http://ufcstats.com/fight-details/8c5e06c71f392f33,http://ufcstats.com/event-details/eee8efec7b951d84
Raquel Pennington,http://ufcstats.com/fighter-details/fc169c387b4b465d,1,345,112,317,92,0,0,0,0,0:33,277,57,33,29,7,6,308,88,6,4,3,0,http://ufcstats.com/fight-details/1d68bb733de24b06,http://ufcstats.com/event-details/eee8efec7b951d84
Julianna Pena,http://ufcstats.com/fighter-details/3253b16d38ae087d,0,308,123,260,92,3,2,1,0,5:40,248,82,11,9,1,1,256,90,4,2,0,0,http://ufcstats.com/fight-details/1d68bb733de24b06,http://ufcstats.com/event-details/eee8efec7b951d84
Jose Aldo,http://ufcstats.com/fighter-details/d0f3959b4a9747e6,0,139,65,117,51,0,0,0,0,0:00,105,41,8,6,4,4,111,46,3,2,3,3,http://ufcstats.com/fight-details/3d7d82fff71e395a,http://ufcstats.com/event-details/eee8efec7b951d84
Mario Bautista,http://ufcstats.com/fighter-details/bc711b6dd95c1af6,0,196,90,142,49,10,0,0,0,7:15,111,26,19,12,12,11,136,44,6,5,0,0,http://ufcstats.com/fight-details/3d7d82fff71e395a,http://ufcstats.com/event-details/eee8efec7b951d84
Roman Dolidze,http://ufcstats.com/fighter-details/327d5f279895110d,0,101,57,33,19,1,1,0,0,2:50,30,16,2,2,1,1,10,5,0,0,23,14,http://ufcstats.com/fight-details/5931cd9cf5da5f75,http://ufcstats.com/event-details/eee8efec7b951d84
Kevin Holland,http://ufcstats.com/fighter-details/3a46b268013afede,0,46,36,28,18,0,0,0,0,0:00,13,5,4,3,11,10,28,18,0,0,0,0,http://ufcstats.com/fight-details/5931cd9cf5da5f75,http://ufcstats.com/event-details/eee8efec7b951d84
Ketlen Vieira,http://ufcstats.com/fighter-details/b9706f80d005036c,0,108,67,61,24,0,0,0,0,0:00,38,12,15,4,8,8,58,21,3,3,0,0,http://ufcstats.com/fight-details/9ea124a13d071186,http://ufcstats.com/event-details/eee8efec7b951d84
Kayla Harrison,http://ufcstats.com/fighter-details/1af1170ed937cba7,0,149,98,94,55,8,2,0,0,7:54,69,34,16,14,9,7,50,19,17,15,27,21,http://ufcstats.com/fight-details/9ea124a13d071186,http://ufcstats.com/event-details/eee8efec7b951d84
Stephen Thompson,http://ufcstats.com/fighter-details/4a28cb716c19157a,0,121,63,106,49,0,0,0,0,0:03,93,38,9,7,4,4,90,36,15,13,1,0,http://ufcstats.com/fight-details/69bca5091b2a31f6,http://ufcstats.com/event-details/eee8efec7b951d84
Joaquin Buckley,http://ufcstats.com/fighter-details/b9437600497350f3,1,117,55,93,34,7,4,0,0,4:13,78,23,12,9,3,2,82,28,9,5,2,1,http://ufcstats.com/fight-details/69bca5091b2a31f6,http://ufcstats.com/event-details/eee8efec7b951d84
Marina Rodriguez,http://ufcstats.com/fighter-details/cd2c4d30c6e13b47,0,134,65,99,33,1,1,0,0,0:11,89,28,7,5,3,0,92,28,5,3,2,2,http://ufcstats.com/fight-details/eb73b63bbd7b88a7,http://ufcstats.com/event-details/eee8efec7b951d84
Iasmin Lucindo,http://ufcstats.com/fighter-details/abcf2cc6efc42031,0,104,55,73,30,4,3,0,1,4:40,56,19,13,9,4,2,68,27,3,1,2,2,http://ufcstats.com/fight-details/eb73b63bbd7b88a7,http://ufcstats.com/event-details/eee8efec7b951d84
Austin Hubbard,http://ufcstats.com/fighter-details/d2cd7a69cc55e7ed,0,193,65,191,63,12,0,0,0,0:05,142,32,42,25,7,6,177,60,14,3,0,0,http://ufcstats.com/fight-details/e8aad69aace1d31f,http://ufcstats.com/event-details/eee8efec7b951d84
Alexander Hernandez,http://ufcstats.com/fighter-details/262a7d06203657e6,0,217,91,204,79,2,0,0,0,0:40,144,41,38,22,22,16,203,78,1,1,0,0,http://ufcstats.com/fight-details/e8aad69aace1d31f,http://ufcstats.com/event-details/eee8efec7b951d84
Cesar Almeida,http://ufcstats.com/fighter-details/64d47ef881a437a4,0,137,78,113,57,2,0,1,1,2:15,69,32,28,14,16,11,90,41,1,1,22,15,http://ufcstats.com/fight-details/ed5b6681ab4e83e5,http://ufcstats.com/event-details/eee8efec7b951d84
Ihor Potieria,http://ufcstats.com/fighter-details/260bd4cef10b033f,0,102,57,89,44,8,3,0,0,3:32,64,22,12,9,13,13,85,42,3,1,1,1,http://ufcstats.com/fight-details/ed5b6681ab4e83e5,http://ufcstats.com/event-details/eee8efec7b951d84
Ryan Spann,http://ufcstats.com/fighter-details/a67f5afa8d6a1b80,0,20,9,20,9,0,0,1,0,0:03,13,5,5,2,2,2,20,9,0,0,0,0,http://ufcstats.com/fight-details/58dec0a39cdefa3f,http://ufcstats.com/event-details/eee8efec7b951d84
Ovince Saint Preux,http://ufcstats.com/fighter-details/50db8711c70196cd,0,10,7,10,7,1,0,0,0,0:03,3,2,2,0,5,5,10,7,0,0,0,0,http://ufcstats.com/fight-details/58dec0a39cdefa3f,http://ufcstats.com/event-details/eee8efec7b951d84
Carla Esparza,http://ufcstats.com/fighter-details/d910665038efc639,0,215,116,123,39,7,4,0,0,3:40,112,30,6,4,5,5,110,33,3,0,10,6,http://ufcstats.com/fight-details/58e5fc1914c4e641,http://ufcstats.com/event-details/eee8efec7b951d84
Tecia Pennington,http://ufcstats.com/fighter-details/31ef8b67e13495b3,0,166,94,150,80,0,0,0,0,0:00,92,28,12,11,46,41,142,75,8,5,0,0,http://ufcstats.com/fight-details/58e5fc1914c4e641,http://ufcstats.com/event-details/eee8efec7b951d84
Court McGee,http://ufcstats.com/fighter-details/523fa774700d7d3f,0,35,19,24,14,1,1,1,0,1:58,18,9,4,3,2,2,22,14,2,0,0,0,http://ufcstats.com/fight-details/84b3577229880760,http://ufcstats.com/event-details/eee8efec7b951d84
Tim Means,http://ufcstats.com/fighter-details/4b47e71384a9522f,0,20,12,13,5,0,0,0,0,0:00,9,2,3,2,1,1,13,5,0,0,0,0,http://ufcstats.com/fight-details/84b3577229880760,http://ufcstats.com/event-details/eee8efec7b951d84
Renato Moicano,http://ufcstats.com/fighter-details/b6452706b373eea1,0,98,72,72,50,3,1,0,0,4:53,66,46,1,0,5,4,35,17,1,0,36,33,http://ufcstats.com/fight-details/7ca4c91bab696b89,http://ufcstats.com/event-details/079488710f012779
Benoit Saint Denis,http://ufcstats.com/fighter-details/c2299ec916bc7c56,0,70,35,60,25,0,0,0,0,0:05,44,13,14,10,2,2,60,25,0,0,0,0,http://ufcstats.com/fight-details/7ca4c91bab696b89,http://ufcstats.com/event-details/079488710f012779
Nassourdine Imavov,http://ufcstats.com/fighter-details/881bf86d4cba8578,0,114,79,86,57,0,0,0,0,5:47,80,51,5,5,1,1,59,37,9,7,18,13,http://ufcstats.com/fight-details/62ff1e5deb124ff5,http://ufcstats.com/event-details/079488710f012779
Brendan Allen,http://ufcstats.com/fighter-details/2f181c0467965b98,0,82,56,52,30,10,1,0,0,6:06,41,20,5,4,6,6,38,20,10,6,4,4,http://ufcstats.com/fight-details/62ff1e5deb124ff5,http://ufcstats.com/event-details/079488710f012779
William Gomis,http://ufcstats.com/fighter-details/e1d40e8782d80bc2,0,101,69,71,43,3,0,0,1,3:52,35,16,27,18,9,9,57,30,14,13,0,0,http://ufcstats.com/fight-details/19706d8ba0edf9cd,http://ufcstats.com/event-details/079488710f012779
Joanderson Brito,http://ufcstats.com/fighter-details/791c8437b341fba5,0,105,57,67,29,6,3,2,0,6:40,39,9,8,5,20,15,60,23,3,2,4,4,http://ufcstats.com/fight-details/19706d8ba0edf9cd,http://ufcstats.com/event-details/079488710f012779
Kevin Jousset,http://ufcstats.com/fighter-details/dda15dbfafb792df,0,107,63,97,58,2,0,0,0,0:12,66,31,12,10,19,17,84,46,13,12,0,0,http://ufcstats.com/fight-details/45f00a42a17f8e2a,http://ufcstats.com/event-details/079488710f012779
Bryan Battle,http://ufcstats.com/fighter-details/f626118b6da0e020,0,194,118,170,97,3,0,0,0,3:31,146,79,23,17,1,1,145,80,25,17,0,0,http://ufcstats.com/fight-details/45f00a42a17f8e2a,http://ufcstats.com/event-details/079488710f012779
Morgan Charriere,http://ufcstats.com/fighter-details/5b03b61f9d90125e,1,37,28,28,19,2,2,0,1,2:12,23,15,1,1,4,3,17,10,3,2,8,7,http://ufcstats.com/fight-details/f114929ed709606e,http://ufcstats.com/event-details/079488710f012779
Gabriel Miranda,http://ufcstats.com/fighter-details/b909a9a9688b5284,0,45,17,38,11,4,1,0,0,1:07,23,7,11,3,4,1,34,9,4,2,0,0,http://ufcstats.com/fight-details/f114929ed709606e,http://ufcstats.com/event-details/079488710f012779
Fares Ziam,http://ufcstats.com/fighter-details/1e4f273069fb9e85,1,107,69,94,58,4,4,1,1,4:43,77,44,14,11,3,3,75,45,9,7,10,6,http://ufcstats.com/fight-details/d806aacf5b6ba7f6,http://ufcstats.com/event-details/079488710f012779
Matt Frevola,http://ufcstats.com/fighter-details/dccb63727f2f5f74,0,72,25,59,16,3,1,1,1,2:47,44,7,12,7,3,2,49,9,10,7,0,0,http://ufcstats.com/fight-details/d806aacf5b6ba7f6,http://ufcstats.com/event-details/079488710f012779
Ion Cutelaba,http://ufcstats.com/fighter-details/cd13728ae1151f46,0,161,80,120,45,12,3,0,0,1:59,93,24,14,9,13,12,112,38,7,6,1,1,http://ufcstats.com/fight-details/89b772f864acb637,http://ufcstats.com/event-details/079488710f012779
Ivan Erslan,http://ufcstats.com/fighter-details/64ad3e3b0efa30bb,0,101,63,69,39,2,1,0,1,5:19,59,29,7,7,3,3,61,33,6,5,2,1,http://ufcstats.com/fight-details/89b772f864acb637,http://ufcstats.com/event-details/079488710f012779
Oumar Sy,http://ufcstats.com/fighter-details/46e2011d92463b7e,0,160,97,150,90,7,2,0,0,3:02,98,44,23,19,29,27,136,78,14,12,0,0,http://ufcstats.com/fight-details/3599e9de4ae0e171,http://ufcstats.com/event-details/079488710f012779
Da Woon Jung,http://ufcstats.com/fighter-details/74f9448b97bf8bec,0,124,36,117,29,1,0,0,1,0:09,92,18,12,5,13,6,113,25,4,4,0,0,http://ufcstats.com/fight-details/3599e9de4ae0e171,http://ufcstats.com/event-details/079488710f012779
Ludovit Klein,http://ufcstats.com/fighter-details/5b86d491d63890c5,0,181,107,95,45,3,2,0,0,8:51,65,22,22,15,8,8,66,28,10,9,19,8,http://ufcstats.com/fight-details/e01019fbfe0e9528,http://ufcstats.com/event-details/079488710f012779
Roosevelt Roberts,http://ufcstats.com/fighter-details/37c5366d18ed6c05,0,104,58,60,24,3,0,0,0,0:43,43,10,12,10,5,4,50,19,9,4,1,1,http://ufcstats.com/fight-details/e01019fbfe0e9528,http://ufcstats.com/event-details/079488710f012779
Taylor Lapilus,http://ufcstats.com/fighter-details/8b1ed83b02303075,0,208,99,202,94,1,0,0,0,0:10,165,63,29,24,8,7,181,80,21,14,0,0,http://ufcstats.com/fight-details/d063d46208c560b1,http://ufcstats.com/event-details/079488710f012779
Vince Morales,http://ufcstats.com/fighter-details/37098a6e6c27fb66,0,154,49,141,39,6,2,0,0,3:02,113,25,19,10,9,4,124,34,17,5,0,0,http://ufcstats.com/fight-details/d063d46208c560b1,http://ufcstats.com/event-details/079488710f012779
Ailin Perez,http://ufcstats.com/fighter-details/06e4245d16fc5315,0,27,22,12,7,4,2,1,0,1:42,7,5,1,0,4,2,8,3,1,1,3,3,http://ufcstats.com/fight-details/7ba432e218edc17d,http://ufcstats.com/event-details/079488710f012779
Daria Zhelezniakova,http://ufcstats.com/fighter-details/07047eb7d17fb0a2,0,21,12,12,5,1,1,0,0,0:39,10,4,2,1,0,0,11,4,0,0,1,1,http://ufcstats.com/fight-details/7ba432e218edc17d,http://ufcstats.com/event-details/079488710f012779
Daniel Barez,http://ufcstats.com/fighter-details/e8fe9c15d348e778,1,142,78,130,67,0,0,0,0,1:09,90,34,22,18,18,15,122,61,0,0,8,6,http://ufcstats.com/fight-details/47d978a984a163aa,http://ufcstats.com/event-details/079488710f012779
Victor Altamirano,http://ufcstats.com/fighter-details/dc7927cd622676a7,0,184,76,177,71,1,0,0,0,0:00,105,28,54,28,18,15,177,71,0,0,0,0,http://ufcstats.com/fight-details/47d978a984a163aa,http://ufcstats.com/event-details/079488710f012779
Nora Cornolle,http://ufcstats.com/fighter-details/f2b3f4ef3f780168,0,156,80,114,54,9,1,0,0,3:56,65,15,23,17,26,22,95,41,19,13,0,0,http://ufcstats.com/fight-details/a187670c5ee1ec5f,http://ufcstats.com/event-details/079488710f012779
Jacqueline Cavalcanti,http://ufcstats.com/fighter-details/e3964ece586e0635,0,194,87,154,54,0,0,0,1,1:09,117,28,15,12,22,14,146,48,8,6,0,0,http://ufcstats.com/fight-details/a187670c5ee1ec5f,http://ufcstats.com/event-details/079488710f012779
Bolaji Oki,http://ufcstats.com/fighter-details/4bdedbdeedff7d1d,0,51,29,50,28,3,2,0,0,1:11,47,25,3,3,0,0,39,21,8,6,3,1,http://ufcstats.com/fight-details/eedc7fccf7037949,http://ufcstats.com/event-details/079488710f012779
