id,f_1_odd,f_2_odd,fight_round,event_city,event_state,f_1_gender,f_2_gender,f_1_weight_class,f_2_weight_class,f_1_fighter_stance,f_2_fighter_stance,f_1_prev_result,f_2_prev_result,age_diff,height_diff,weight_diff,win_ratio_diff,prev_win_streak_continuous_diff,prev_loss_streak_continuous_diff,avg_total_strike_succ_ratio_diff,avg_sig_strikes_succ_ratio_diff,avg_submission_ratio_diff,avg_reversal_ratio_diff,avg_head_strikes_succ_ratio_diff,avg_body_strikes_succ_ratio_diff,avg_leg_strikes_succ_ratio_diff,avg_distance_strikes_succ_ratio_diff,avg_clinch_strikes_succ_ratio_diff,avg_ground_strikes_succ_ratio_diff,label
0,,,3,Cedar Rapids,Iowa,M,M,Heavyweight,Heavyweight,Orthodox,Orthodox,KO/TKO,,-4.710000000000004,-5.079999999999984,0.0,0.6666666666666666,0,1,0.6722425378521606,0.4797872340425532,1.6666666666666667,0.3333333333333333,0.3989715668481548,0.8666666666666667,0.6833333333333333,0.4538593215063803,0.6666666666666666,0.6612903225806451,1
1,,,3,Cedar Rapids,Iowa,M,M,Middleweight,Middleweight,Orthodox,Southpaw,Submission,,2.66,2.539999999999992,15.0,0.3333333333333333,1,0,0.8115053050397878,0.6290909090909091,1.0,0.0,0.28654970760233917,0.85,0.8,0.510989010989011,0.675,0.8333333333333334,1
2,,,5,Cedar Rapids,Iowa,M,M,Welterweight,Welterweight,Orthodox,Orthodox,Decision,,-0.9700000000000024,5.0800000000000125,15.0,1.0,4,0,0.8020604737996042,0.5085858286976762,0.5,0.25,0.2820887445887446,0.7003968253968254,0.7256944444444444,0.3217165898617511,0.75,0.8095238095238095,1
3,,,3,Cedar Rapids,Iowa,M,M,Heavyweight,Heavyweight,Orthodox,Orthodox,Decision,Decision,-0.8900000000000006,2.5400000000000205,11.0,-0.30000000000000004,0,2,0.13259328671516568,0.09630532373954226,-0.44999999999999996,0.04999999999999999,0.06476889866405988,-0.16666666666666663,0.3026960784313726,0.2398672755815614,1.1102230246251565e-16,0.4117063492063492,1
4,,,3,Lake Charles,Louisiana,M,M,Middleweight,Middleweight,Orthodox,Orthodox,Submission,Submission,-6.509999999999998,12.700000000000017,6.0,-0.5,-1,0,-0.13584133584133584,-0.11530612244897953,-2.0,-0.5,-0.16422313606293582,-0.6666666666666667,0.32142857142857145,0.32867132867132864,0.5416666666666667,-0.022727272727272707,1
5,,,5,Lake Charles,Louisiana,M,M,Light Heavyweight,Light Heavyweight,Orthodox,Orthodox,Submission,KO/TKO,2.129999999999999,-12.699999999999989,-20.0,0.25,2,-2,0.09026695186851841,0.16680194805194803,2.0,1.0,0.1420950971582221,0.0888888888888889,0.6141414141414141,0.21321839080459765,0.3916666666666666,0.1366575879363603,1
6,,,3,Chiba,,M,M,Open Weight,Open Weight,Orthodox,Orthodox,,,2.900000000000002,7.6200000000000045,7.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7,,,3,Chiba,,M,M,Open Weight,Open Weight,Orthodox,Southpaw,,KO/TKO,1.7699999999999996,0.0,0.0,0.0,0,0,-0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8,,,3,Chiba,,M,M,Middleweight,Middleweight,Orthodox,Southpaw,KO/TKO,,5.809999999999999,-7.6200000000000045,0.0,1.0,1,0,0.5192307692307693,0.45652173913043476,1.0,0.0,0.375,1.0,0.0,0.3235294117647059,0.7142857142857143,1.0,1
9,,,3,Chiba,,M,M,Middleweight,Middleweight,Orthodox,Southpaw,,Submission,-8.239999999999998,2.539999999999992,9.0,-0.5,0,0,-0.8,-0.6,-2.5,-2.0,-0.5,-0.5,-1.0,-0.5,0.0,-1.0,1
10,,,3,Chiba,,M,M,Heavyweight,Heavyweight,Orthodox,Orthodox,Decision,KO/TKO,-3.91,0.0,-35.0,0.0,0,-1,0.31111111111111117,0.33020637898686683,0.0,0.0,0.19696969696969696,0.0,-1.0,0.1111111111111111,-0.8,0.8181818181818182,1
11,,,3,Chiba,,M,M,Heavyweight,Heavyweight,Orthodox,Orthodox,KO/TKO,KO/TKO,-4.170000000000002,5.079999999999984,16.0,0.25,2,-1,-0.18736198773199553,-0.0740220805515811,-2.0,-0.5,-0.1741362878486069,-0.9,0.3618589743589743,0.02432412358882946,0.11904761904761907,-0.4959677419354839,1
12,,,5,Chiba,,M,M,Heavyweight,Heavyweight,Orthodox,Orthodox,Decision,Submission,3.9200000000000017,-12.699999999999989,-30.0,-0.25,-2,-1,-0.05576106040502332,-0.08808777568608395,-1.0,0.0,0.026298281801668544,-0.30128205128205127,-0.625,-0.2607638888888889,-0.15000000000000002,-0.14861192285213332,1
13,,,3,Lake Charles,Louisiana,M,M,Lightweight,Lightweight,Orthodox,Orthodox,,TKO - Doctor's Stoppage,-4.010000000000002,5.0800000000000125,15.0,0.0,0,0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14,,,3,Tokyo,,M,M,Lightweight,Lightweight,Orthodox,Orthodox,TKO - Doctor's Stoppage,,3.4899999999999984,7.6200000000000045,0.0,1.0,3,0,0.8365384615384616,0.75,0.0,0.0,0.7321428571428572,1.0,0.0,0.625,1.0,0.7692307692307692,1
15,,,3,Tokyo,,M,M,Middleweight,Middleweight,Orthodox,Orthodox,,KO/TKO,1.759999999999998,-7.6200000000000045,-18.0,-1.0,-1,-1,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1
16,,,3,Tokyo,,M,M,Heavyweight,Heavyweight,Orthodox,Orthodox,KO/TKO,,2.479999999999997,2.5400000000000205,75.0,0.5,0,1,0.683288409703504,0.6041666666666666,0.0,0.0,0.6011904761904762,0.5,0.0,0.5333333333333333,0.42424242424242425,0.75,1
17,,,3,Tokyo,,M,M,Middleweight,Middleweight,Orthodox,Orthodox,,KO/TKO,-4.969999999999999,2.539999999999992,15.0,-1.0,-2,-2,-0.43900469759248384,-0.33302277432712213,-0.5,0.0,-0.28155940594059403,-0.75,-1.0,-0.23319327731092437,-0.6785714285714286,-1.0,1
18,,,3,Tokyo,,M,M,Middleweight,Middleweight,Orthodox,Orthodox,,Decision,0.6599999999999966,7.6200000000000045,-22.0,0.0,0,0,-0.9666666666666667,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1
19,,,5,Tokyo,,M,M,Light Heavyweight,Light Heavyweight,Orthodox,Orthodox,KO/TKO,KO/TKO,1.4399999999999977,10.159999999999997,0.0,0.09999999999999998,-1,0,0.026506031951193276,-0.13776142213642217,0.0,0.0,-0.17058083963133958,-0.261904761904762,0.5,0.07466338259441707,-0.5220306513409961,-0.3011009621239801,1
20,,,3,Cedar Rapids,Iowa,M,M,Lightweight,Lightweight,Southpaw,Orthodox,KO/TKO,,-3.3699999999999974,2.5400000000000205,-10.0,1.0,1,0,0.5609756097560976,0.5046728971962616,2.0,0.0,0.44680851063829785,0.9230769230769231,0.0,0.3333333333333333,0.68,0.45569620253164556,1
21,,,3,Cedar Rapids,Iowa,M,M,Welterweight,Welterweight,Orthodox,Orthodox,TKO - Doctor's Stoppage,,11.320000000000004,0.0,15.0,1.0,5,0,0.734240971632276,0.4687734248629029,0.4,0.2,0.26317099567099567,0.7031746031746031,0.7138888888888889,0.2960829493087557,0.7215909090909091,0.8095238095238095,1
22,,,5,Cedar Rapids,Iowa,M,M,Heavyweight,Heavyweight,Orthodox,Orthodox,Decision,KO/TKO,2.7300000000000004,-7.619999999999976,-36.0,-0.33333333333333337,-3,-4,0.029111025096093535,-0.13369801657836045,0.6666666666666666,0.0,-0.02711255029830062,0.3333333333333333,-0.945054945054945,-0.3788299663299663,-0.14880952380952384,-0.16574128190142218,1
23,,,3,New Orleans,Louisiana,M,M,Heavyweight,Heavyweight,Orthodox,Orthodox,KO/TKO,KO/TKO,3.1099999999999994,-5.079999999999984,-50.0,-0.5,0,-1,0.2730179028132993,0.14170040485829966,0.5,0.5,0.23443223443223443,-0.06666666666666665,0.0,-0.05714285714285716,0.1428571428571429,0.8333333333333334,1
24,,,3,New Orleans,Louisiana,M,M,Middleweight,Middleweight,Southpaw,Orthodox,,,3.620000000000001,-7.6200000000000045,-55.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
25,,,3,New Orleans,Louisiana,M,M,Welterweight,Welterweight,Orthodox,Orthodox,Decision,Decision,3.3599999999999994,-7.6200000000000045,-15.0,-1.0,-4,-2,-0.4614043860793437,-0.4144781144781145,1.0,-0.6666666666666666,-0.2773109243697479,-0.43939393939393945,0.5,-0.36363636363636365,-0.23333333333333328,-0.8461538461538461,1
26,,,3,New Orleans,Louisiana,M,M,Middleweight,Middleweight,Orthodox,Orthodox,Submission,Submission,-8.920000000000002,12.699999999999989,0.0,-0.06666666666666665,3,0,0.22137320387396586,0.15741676369974078,0.13333333333333341,0.0,-0.041109779398992574,0.13749999999999996,-0.1416666666666666,0.13434604611075196,-0.048214285714285654,-0.2590090090090089,1
27,,,3,New Orleans,Louisiana,M,M,Heavyweight,Heavyweight,Orthodox,Orthodox,KO/TKO,,6.8799999999999955,0.0,-24.0,0.6,1,0,0.8522781774580336,0.7722285067873303,0.6,0.2,0.6648989898989899,0.8333333333333334,0.95,0.755944055944056,0.8333333333333334,0.9404761904761905,1
28,,,3,New Orleans,Louisiana,M,M,Heavyweight,Heavyweight,Orthodox,Southpaw,Decision,Submission,-15.91,-2.5400000000000205,-9.0,0.050000000000000044,0,1,-0.2867159452652143,-0.18247888351298475,-0.5,-0.08333333333333333,-0.3186054523266332,-0.6470588235294118,-0.0003196803196803266,-0.03449739328771584,-0.29464285714285715,-0.3434157873675786,1
29,,,3,Atlantic City,New Jersey,M,M,Heavyweight,Heavyweight,Orthodox,Orthodox,,,-4.23,0.0,35.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30,,,3,Atlantic City,New Jersey,M,M,Heavyweight,Heavyweight,Orthodox,Orthodox,,,-0.9700000000000024,-17.78,-15.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31,,,3,Atlantic City,New Jersey,M,M,Heavyweight,Heavyweight,Orthodox,Orthodox,,Decision,-13.75,-2.5400000000000205,-16.0,-0.6666666666666666,-2,-2,-0.8564903179497219,-0.7738267859591389,-0.5,-0.16666666666666666,-0.6596380471380471,-0.875,-0.9166666666666666,-0.75495337995338,-0.821078431372549,-0.9404761904761905,1
32,,,5,Atlantic City,New Jersey,M,M,Heavyweight,Heavyweight,Orthodox,Orthodox,Decision,Decision,8.14,7.619999999999976,0.0,0.25,2,-2,0.38943725699880205,0.5028543297389425,-0.25,0.0,0.4954233154286785,0.6666666666666667,0.0,0.27393162393162396,0.42948717948717946,0.46028030588937546,1
33,,,3,Tokyo,,M,M,Middleweight,Middleweight,Orthodox,Orthodox,TKO - Doctor's Stoppage,Decision,1.0899999999999999,12.700000000000017,-42.0,-0.33333333333333337,0,-1,-0.12624584021642837,-0.022108843537414935,0.0,0.3333333333333333,0.029273411492256485,-0.5,-0.6785714285714286,0.30244755244755245,0.02777777777777779,0.2141223556317896,1
34,,,3,Tokyo,,M,M,Welterweight,Welterweight,Orthodox,Switch,,TKO - Doctor's Stoppage,-2.1300000000000026,0.0,-15.0,-1.0,-2,-2,-0.7232868757259001,-0.6193824097049904,0.0,0.0,-0.531986531986532,-1.0,0.0,-0.24074074074074073,-0.4,-0.6750507099391481,1
35,,,3,Tokyo,,M,M,Middleweight,Middleweight,Orthodox,Orthodox,KO/TKO,KO/TKO,-0.21999999999999886,7.6200000000000045,0.0,0.0,1,-1,-0.11304199676292692,0.061057814890362105,1.5,0.0,0.11228287841191065,-0.01666666666666672,0.10909090909090913,0.33333333333333337,0.033333333333333215,0.13068181818181823,1
36,,,3,Tokyo,,M,M,Welterweight,Welterweight,Orthodox,Southpaw,Submission,Decision,7.739999999999998,-10.159999999999997,-15.0,0.3333333333333333,1,0,-0.034726240222865135,-0.04545454545454547,1.3333333333333333,0.0,-0.10714285714285715,0.25,0.5,0.16666666666666666,0.6,-1.0,1
37,,,3,Tokyo,,M,M,Middleweight,Middleweight,Southpaw,Orthodox,,Submission,-3.1400000000000006,2.539999999999992,-20.0,0.0,0,0,-0.5547619047619048,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-0.5,-1.0,0.0,1
38,,,5,Tokyo,,M,M,Welterweight,Welterweight,Orthodox,Orthodox,Submission,Submission,8.34,-5.079999999999984,0.0,0.0,4,-2,0.22523225623444376,-0.03563753056296548,0.0,0.16666666666666666,0.057544457176810115,-0.41402116402116407,0.7138888888888889,0.052291346646185344,-0.22272727272727277,-0.01103896103896107,1
39,,,5,Tokyo,,M,M,Light Heavyweight,Light Heavyweight,Orthodox,Southpaw,Decision,KO/TKO,0.4800000000000004,10.159999999999997,22.0,-0.33333333333333337,0,-1,-0.011398193384677846,-0.11453874971316835,0.0,-2.0,-0.12212006460382346,0.10833333333333328,1.0,-0.14774783476609038,-0.6041666666666667,0.04643571601330865,1
40,,,3,Atlantic City,New Jersey,M,M,Heavyweight,Heavyweight,Orthodox,Orthodox,KO/TKO,KO/TKO,3.5299999999999976,-5.0800000000000125,-9.0,-0.16666666666666663,0,-1,-0.3834910686469321,-0.33485771814066556,-1.0,0.0,-0.3564862019231678,-1.0,-0.06693306693306689,0.14385521885521885,-0.46428571428571425,-0.4692307692307693,1
41,,,3,Atlantic City,New Jersey,M,M,Middleweight,Middleweight,Orthodox,Orthodox,,Submission,4.530000000000001,5.0800000000000125,20.0,-0.6666666666666666,-4,-4,-0.7794082954586584,-0.5939710665981852,-0.8333333333333334,0.0,-0.3443859649122807,-0.91,-0.6866666666666666,-0.4318465847877613,-0.7375,-0.7162162162162162,1
42,,,3,Atlantic City,New Jersey,M,M,Welterweight,Welterweight,Orthodox,Southpaw,KO/TKO,,-1.759999999999998,15.23999999999998,-15.0,0.5,2,0,0.4636612021857924,0.3409090909090909,1.0,0.0,0.4583333333333333,0.25,0.5,0.16666666666666666,0.6,0.6666666666666666,1
43,,,5,Atlantic City,New Jersey,M,M,Lightweight,Lightweight,Southpaw,Southpaw,KO/TKO,,0.41999999999999815,0.0,-10.0,1.0,3,0,0.3593274708257287,0.2952084260495475,0.6666666666666666,0.3333333333333333,0.2759202971968929,0.9230769230769231,0.0,0.2352092352092352,0.8400000000000001,0.22784810126582278,1
44,,,5,Atlantic City,New Jersey,M,M,Light Heavyweight,Light Heavyweight,Orthodox,Orthodox,Submission,KO/TKO,-3.9499999999999993,7.6200000000000045,20.0,-0.2857142857142857,-1,-3,-0.020548480528492452,-0.1929366596933042,-1.380952380952381,0.0,-0.12006474778374598,-0.1166666666666667,0.06060606060606055,-0.33952615528970204,-0.564484126984127,-0.13832551371061863,1
45,,,3,Atlantic City,New Jersey,M,M,Welterweight,Welterweight,Southpaw,Orthodox,,,-1.1900000000000013,2.539999999999992,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
46,,,3,Atlantic City,New Jersey,M,M,Lightweight,Lightweight,Orthodox,Orthodox,,,-2.5199999999999996,-5.0800000000000125,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
47,,,3,Atlantic City,New Jersey,M,M,Light Heavyweight,Light Heavyweight,Southpaw,Orthodox,KO/TKO,,6.549999999999997,0.0,15.0,1.0,1,0,0.75,0.6538461538461539,0.0,0.0,0.6538461538461539,0.0,0.0,0.0,1.0,0.6956521739130435,1
48,,,3,Atlantic City,New Jersey,M,M,Heavyweight,Heavyweight,Orthodox,Orthodox,,Decision,1.6999999999999993,17.78,30.0,-0.6,0,0,-0.5923461276402453,-0.4165837479270315,-1.0,0.0,-0.3112713675213675,-0.641025641025641,-0.59375,-0.3575,-0.6,-0.52,1
49,,,3,Atlantic City,New Jersey,M,M,Welterweight,Welterweight,Southpaw,Orthodox,Decision,,2.0799999999999983,10.160000000000025,0.0,1.0,2,0,0.6716216216216215,0.5113636363636364,0.0,0.5,0.4029268292682927,0.6904761904761905,0.8174603174603174,0.446969696969697,0.8,0.5128205128205128,1
50,,,3,Atlantic City,New Jersey,M,M,Light Heavyweight,Light Heavyweight,Orthodox,Orthodox,Decision,KO/TKO,1.6499999999999986,10.159999999999997,0.0,0.15000000000000002,2,0,0.027843907738732132,0.09002949798303361,-1.0,0.25,0.040585514780436704,-0.11111111111111105,-0.021825396825396803,0.16526667776667775,-0.02777777777777779,0.3173740620701463,1
51,,,5,Atlantic City,New Jersey,M,M,Welterweight,Welterweight,Orthodox,Orthodox,Decision,Submission,-8.45,-2.5400000000000205,0.0,-0.5,-7,-6,0.10279095645021086,0.3246006148938449,1.2857142857142856,-0.14285714285714285,0.3887714176579723,0.41402116402116407,0.23842592592592593,0.3718455123985078,-0.5643939393939394,0.18761904761904757,1
52,,,5,Atlantic City,New Jersey,M,M,Heavyweight,Heavyweight,Orthodox,Orthodox,KO/TKO,KO/TKO,10.870000000000001,0.0,-36.0,0.1428571428571429,3,-2,0.4717034047361617,0.4141096260395235,0.8,0.0,0.5244670811976182,-0.03703703703703709,0.11094262879977168,-0.18386785358616342,0.43962454212454216,0.49766836445953594,1
53,,,3,East Rutherford,New Jersey,M,M,Heavyweight,Heavyweight,Orthodox,Orthodox,,Submission,1.4699999999999989,2.539999999999992,25.0,-1.0,-1,-1,-0.5,-0.5,-2.0,0.0,-0.3333333333333333,0.0,-1.0,-1.0,0.0,0.0,1
54,,,3,East Rutherford,New Jersey,M,M,Light Heavyweight,Light Heavyweight,Orthodox,Southpaw,,Submission,4.530000000000001,2.539999999999992,22.0,-0.5,0,0,-0.6088235294117648,-0.5555555555555556,0.0,-1.0,-0.5543478260869565,-0.5625,0.0,-0.5147058823529411,-0.8333333333333334,-0.6129032258064516,1
55,,,3,East Rutherford,New Jersey,M,M,Lightweight,Lightweight,Southpaw,Orthodox,Decision,Submission,-4.780000000000001,-2.539999999999992,0.0,-0.6,-3,-2,0.052435524232674446,0.1223222322232223,-1.0,0.0,0.10873015873015879,0.30000000000000004,0.028846153846153855,0.2356741573033708,-0.10000000000000009,0.33333333333333337,1
56,,,3,East Rutherford,New Jersey,M,M,Welterweight,Welterweight,Orthodox,Southpaw,Submission,KO/TKO,4.149999999999999,0.0,0.0,-0.125,-3,-2,0.016260672215801297,-0.049762679180439584,0.625,-0.875,-0.049356602119783655,-0.10090702947845809,-0.06679894179894186,-0.19381030760300205,-0.09718614718614726,0.3578310578310578,1
57,,,3,East Rutherford,New Jersey,M,M,Heavyweight,Heavyweight,Orthodox,Orthodox,KO/TKO,KO/TKO,-4.040000000000003,-17.78,-15.0,-0.5,-1,0,-0.04802969731581952,-0.029687103325717112,0.5,0.0,0.051839654780831246,-0.05555555555555558,0.2777777777777778,-0.23910256410256414,0.14596273291925466,-0.23076923076923073,1
58,,,3,East Rutherford,New Jersey,M,M,Lightweight,Lightweight,Orthodox,Orthodox,KO/TKO,,-2.210000000000001,0.0,0.0,1.0,1,0,0.8837209302325582,0.6875,0.0,0.0,0.6428571428571429,1.0,0.0,0.375,1.0,0.7619047619047619,1
59,,,5,East Rutherford,New Jersey,M,M,Light Heavyweight,Light Heavyweight,Orthodox,Orthodox,KO/TKO,Submission,-3.9400000000000013,0.0,0.0,-0.25,2,-1,-0.1234383509208613,0.18833836195754794,-1.75,0.0,0.5808407815866581,-0.2222222222222222,0.0,0.011247947454843976,0.38333333333333336,0.7147423016029154,1
60,,,3,Las Vegas,Nevada,M,M,Lightweight,Lightweight,Orthodox,Orthodox,KO/TKO,KO/TKO,-6.170000000000002,2.539999999999992,0.0,-0.5,0,1,0.3862948307267131,-0.18752913752913752,-1.0,0.0,-0.12007575757575756,-0.5,-0.7,-0.28,-0.6444444444444444,-0.3333333333333333,1
61,,,3,Las Vegas,Nevada,M,M,Middleweight,Middleweight,Orthodox,Orthodox,DQ,Submission,-10.189999999999998,10.159999999999997,-15.0,-0.5,0,1,0.07075017645628334,0.07793305728088334,-0.5,0.0,0.08504447285387884,-0.6666666666666666,0.0,0.11257002801120447,-0.5059523809523809,0.0,1
62,,,3,Las Vegas,Nevada,M,M,Welterweight,Welterweight,Southpaw,Southpaw,,Submission,3.66,-7.6200000000000045,0.0,-1.0,-2,-2,-0.5258215962441315,-0.45833333333333337,-1.0,0.0,-0.45390070921985815,-1.0,0.0,-0.25,-0.6666666666666666,-0.6410256410256411,1
63,,,5,Las Vegas,Nevada,M,M,Middleweight,Middleweight,Orthodox,Southpaw,Decision,,-8.77,2.5400000000000205,0.0,1.0,1,0,0.6532663316582915,0.37373737373737376,1.0,0.0,0.3058823529411765,0.8,0.75,0.17391304347826086,0.5666666666666667,0.5217391304347826,1
64,,,3,Las Vegas,Nevada,M,M,Welterweight,Welterweight,Orthodox,Southpaw,KO/TKO,,2.3299999999999983,-7.6200000000000045,15.0,0.0,0,1,0.6136363636363636,0.4,3.0,1.0,0.2777777777777778,1.0,0.6,0.2631578947368421,0.75,1.0,1
65,,,3,Las Vegas,Nevada,M,M,Light Heavyweight,Light Heavyweight,Orthodox,Orthodox,KO/TKO,Submission,-3.389999999999997,0.0,22.0,-0.19999999999999996,2,-1,0.005964207581854675,-0.007983920841063696,-1.0,0.2,-0.06253799392097265,-0.33333333333333337,0.4781746031746032,0.3814685314685315,-0.37222222222222223,0.3068181818181819,1
66,,,5,Las Vegas,Nevada,M,M,Lightweight,Lightweight,Southpaw,Orthodox,Decision,Submission,0.9899999999999984,-5.079999999999984,-10.0,0.0,3,-1,0.4086847923084857,0.31682616686540493,-0.5,0.25,0.28744869747394086,0.8901098901098901,1.0,0.2571360930735931,0.76,0.21856540084388185,1
67,,,5,Las Vegas,Nevada,M,M,Light Heavyweight,Light Heavyweight,Orthodox,Orthodox,KO/TKO,Decision,-4.050000000000001,7.6200000000000045,0.0,-0.2222222222222222,3,-1,-0.0684229080613693,-0.018262053293586544,0.2222222222222222,0.0,0.03549483615783755,-0.09523809523809523,1.0,-0.09740923189199052,-0.625,0.10861254232315887,1
68,,,3,Las Vegas,Nevada,M,M,Heavyweight,Heavyweight,Southpaw,Orthodox,,KO/TKO,-10.689999999999998,0.0,37.0,-1.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
69,,,3,Las Vegas,Nevada,M,M,Middleweight,Middleweight,Southpaw,Orthodox,DQ,Decision,5.920000000000002,7.6200000000000045,15.0,0.0,1,-1,-0.1524225632281898,-0.17080934938077796,0.0,0.0,0.07097069597069594,-0.4,0.5,-0.375,0.8181818181818181,-0.15217391304347816,1
70,,,3,Las Vegas,Nevada,M,M,Light Heavyweight,Light Heavyweight,Orthodox,Orthodox,KO/TKO,,0.8000000000000007,5.079999999999984,-20.0,0.75,0,1,0.5524642024642025,0.5418496621621622,1.25,0.0,0.641025641025641,0.6375,0.9393939393939394,0.5,0.7936507936507936,0.8123167155425219,1
71,,,3,Las Vegas,Nevada,M,M,Heavyweight,Heavyweight,Orthodox,Orthodox,Submission,Decision,-9.05,2.539999999999992,5.0,0.6666666666666666,1,0,0.29641157433847326,0.3336296864980616,0.6666666666666666,0.0,0.27361148810216246,0.16666666666666663,0.9444444444444444,0.20726495726495728,0.31262939958592134,0.3813259109311741,1
72,,,3,Las Vegas,Nevada,M,M,Lightweight,Lightweight,Orthodox,Southpaw,KO/TKO,KO/TKO,-3.610000000000003,5.079999999999984,0.0,0.5,1,-1,0.31158847853588123,0.23593112987769366,0.0,0.0,0.19553571428571426,0.19999999999999996,-0.8269230769230769,-0.20950374531835203,0.65,0.08095238095238089,1
73,,,5,Las Vegas,Nevada,M,M,Welterweight,Welterweight,Switch,Orthodox,Submission,Submission,2.84,0.0,0.0,0.0,-1,0,0.06560533317127193,0.11484468339307052,-1.6666666666666667,0.0,-0.0119288119288119,0.0,-0.9444444444444444,-0.21104497354497356,-0.05833333333333329,0.2000338066260987,1
74,,,3,Las Vegas,Nevada,M,M,Heavyweight,Heavyweight,Orthodox,Orthodox,KO/TKO,KO/TKO,-2.1099999999999994,2.539999999999992,30.0,0.5,1,0,0.1386533592415945,0.14173576561636259,0.16666666666666663,1.0,0.15049091466242626,0.35897435897435903,0.525,0.01494883040935674,0.4,0.14206349206349211,1
75,,,5,Las Vegas,Nevada,M,M,Heavyweight,Heavyweight,Orthodox,Orthodox,Decision,Decision,10.870000000000001,0.0,-36.0,0.25,6,0,0.4342892968330383,0.37845383052002235,0.6666666666666666,0.0,0.47822166725048665,-0.09027777777777779,0.038741466866466956,-0.08145540731960954,0.39600122100122104,0.4036125259385022,1
76,,,3,Uncasville,Connecticut,M,M,Welterweight,Welterweight,Southpaw,Orthodox,Decision,Submission,5.98,2.539999999999992,0.0,-0.5,0,1,0.029642379039969358,0.15999999999999998,-1.0,0.0,0.125,0.25,1.0,0.19323671497584544,0.0,0.0,1
77,,,3,Uncasville,Connecticut,M,M,Light Heavyweight,Light Heavyweight,Orthodox,Orthodox,KO/TKO,Decision,4.080000000000002,-7.619999999999976,0.0,-0.5,-1,1,-0.10573518373776913,-0.00701220015481141,-1.1666666666666665,0.0,0.07354968512603977,-0.33333333333333337,-0.16666666666666663,-0.14676434676434674,0.5625,-0.11055588025196439,1
78,,,3,Uncasville,Connecticut,M,M,Middleweight,Middleweight,Orthodox,Orthodox,,Submission,-0.5399999999999991,0.0,15.0,-0.5,-1,-1,-0.7905882352941176,-0.75,-0.5,0.0,-0.46153846153846156,-0.5,-1.0,-0.7083333333333334,-0.3333333333333333,-1.0,1
79,,,3,Uncasville,Connecticut,M,M,Light Heavyweight,Light Heavyweight,Orthodox,Orthodox,Decision,,6.540000000000003,12.700000000000017,22.0,0.8333333333333334,4,0,0.5806804986952045,0.4875469768326911,0.0,0.16666666666666666,0.4042342114150625,0.6,0.5877976190476191,0.35891608391608393,0.6898148148148149,0.8090909090909091,1
80,,,5,Uncasville,Connecticut,M,M,Middleweight,Middleweight,Orthodox,Orthodox,Decision,Decision,8.009999999999998,10.159999999999997,13.0,-0.5,-2,-1,-0.1392663384208246,0.045036075036074985,-2.0,-1.0,0.10827144811412936,0.15555555555555556,0.24404761904761907,-0.019513018914271707,0.02619047619047621,-0.17753623188405798,1
81,,,3,Uncasville,Connecticut,M,M,Heavyweight,Heavyweight,Orthodox,Orthodox,KO/TKO,Decision,-6.59,17.78,18.0,0.5,2,0,0.12032153983088556,0.20232558139534873,1.0,1.0,0.22446420727290228,0.08333333333333326,0.0,0.1842105263157895,0.5,0.14463044403461478,1
82,,,5,Uncasville,Connecticut,M,M,Lightweight,Lightweight,Southpaw,Orthodox,Decision,KO/TKO,4.02,-5.079999999999984,-10.0,0.0,2,-3,-0.3803960458637122,-0.4134835109521205,0.6,0.2,-0.3886351463292373,-0.1473341473341473,1.0,-0.034529220779220826,-0.17999999999999994,-0.5862563245474637,1
83,,,3,Las Vegas,Nevada,M,M,Welterweight,Welterweight,Orthodox,Southpaw,Submission,KO/TKO,-2.6799999999999997,-7.6200000000000045,-15.0,0.0,0,-1,-0.0821917808219178,-0.25,0.0,0.0,-0.2666666666666667,0.0,0.0,-0.6666666666666667,1.0,-0.16666666666666663,1
84,,,3,Las Vegas,Nevada,M,M,Lightweight,Lightweight,Orthodox,Orthodox,Decision,,3.4299999999999997,-5.0800000000000125,15.0,0.5,1,0,0.6293988269794721,0.4647058823529412,3.0,1.0,0.28888888888888886,0.9,0.8,0.3458646616541353,0.75,0.8,1
